row_id,module,full_relative_path,sha256_v58,screen_or_component_name,route,category,scope_class,is_interactive,raw_color_candidate_count,raw_typography_candidate_count,raw_spacing_candidate_count,raw_shape_candidate_count,confirmed_color_violations,confirmed_typography_violations,confirmed_spacing_violations,confirmed_shape_elevation_violations,confirmed_contract_violations,material_bypass_candidates,confirmed_material_bypasses,suspected_duplicate_count,confirmed_duplicate_count,semantics_gap_count,touch_target_gap_count,color_only_state_gap_count,contract_ids_used,exception_ids,target_session,accessibility_target_session,baseline_status,notes,v61_sha256,v61_status,v61_open_confirmed,v61_new_candidates,v61_notes,v62_sha256,v62_status,v62_open_confirmed,v62_candidates,v62_notes,v63_sha256,v63_status,v63_open_confirmed,v63_new_candidates,v63_notes,v64_sha256,v64_status,v64_open_confirmed,v64_candidate_state,v64_wave,v64_notes,v65_sha256,v65_a11y_classification,v65_semantics_status,v65_touch_status,v65_color_only_status,v65_contrast_status,v65_font_scale_status,v65_direction_status,v65_runtime_required,v65_wave,v65_findings,v65_notes
11,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/log/CompetitionHistoryScreen.kt,e584fb76d53b8c19537563bf8c1cf3483c757c7c845262f893755a4b060ac6ae,CompetitionHistoryScreen,competition_history,REPORTS,APP_FEATURE,true,0,2,13,2,0,0,0,0,0,4,2,0,0,0,0,0,DS-PAT-001|DS-PAT-013,NONE,v62,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=4; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,e584fb76d53b8c19537563bf8c1cf3483c757c7c845262f893755a4b060ac6ae,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,dd631020d684b1810081e123558ce1dfb0f2485e47d72e920359bf5c489dbb96,MIGRATED_V62,0,2,REPORTS_V1 / confirmed Material debt closed in v62; behavior protected,dd631020d684b1810081e123558ce1dfb0f2485e47d72e920359bf5c489dbb96,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,dd631020d684b1810081e123558ce1dfb0f2485e47d72e920359bf5c489dbb96,UNCHANGED_FROM_V63,INHERITED,HISTORICAL_ACCEPTED,,Carry-forward outside v64 component-adoption target.,dd631020d684b1810081e123558ce1dfb0f2485e47d72e920359bf5c489dbb96,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave A,,VERIFY_ONLY; no unjustified production mutation.
12,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/log/InvoiceDetailScreen.kt,2b6e3ce9dd789f068b20dfc3b2db65be237466a8f73e69607dd27c5ab514eb89,InvoiceDetailScreen,invoice_detail/{invoiceId},REPORTS,APP_FEATURE,true,0,0,23,6,0,0,0,0,0,5,3,0,0,0,0,0,NONE,NONE,v62,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=5; confirmed exact mappings=3; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,2b6e3ce9dd789f068b20dfc3b2db65be237466a8f73e69607dd27c5ab514eb89,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,bfc01fc7c856a542f550368a72fb6b142ab8381cbf422380919edb6c8f72d79c,MIGRATED_V62,0,2,REPORTS_V1 / confirmed Material debt closed in v62; behavior protected,bfc01fc7c856a542f550368a72fb6b142ab8381cbf422380919edb6c8f72d79c,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,bfc01fc7c856a542f550368a72fb6b142ab8381cbf422380919edb6c8f72d79c,UNCHANGED_FROM_V63,INHERITED,HISTORICAL_ACCEPTED,,Carry-forward outside v64 component-adoption target.,bfc01fc7c856a542f550368a72fb6b142ab8381cbf422380919edb6c8f72d79c,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave A,,VERIFY_ONLY; no unjustified production mutation.
13,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/log/InvoiceListScreen.kt,f343fa5afbbeef5a0a7e440e09d957e98988fe9d8a02d2f2fcb67e2f3e4452dd,InvoiceListScreen,invoice_list?weekMode={weekMode},REPORTS,APP_FEATURE,true,0,0,10,2,0,0,0,0,0,1,1,0,0,0,0,0,DS-PAT-001,NONE,v62,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,f343fa5afbbeef5a0a7e440e09d957e98988fe9d8a02d2f2fcb67e2f3e4452dd,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,3f48ececeb4d0bb9015d1373430bd89749af253cf51ec5f9ff9a07f072da46c9,MIGRATED_V62,0,0,REPORTS_V1 / confirmed Material debt closed in v62; behavior protected,3f48ececeb4d0bb9015d1373430bd89749af253cf51ec5f9ff9a07f072da46c9,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,3f48ececeb4d0bb9015d1373430bd89749af253cf51ec5f9ff9a07f072da46c9,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,3f48ececeb4d0bb9015d1373430bd89749af253cf51ec5f9ff9a07f072da46c9,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave A,,VERIFY_ONLY; no unjustified production mutation.
14,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/log/WeeklyCommissionsScreen.kt,0c34b796f7c0f5ef802b41a64eee194efdb76ced1bbcd9330df938b45595ec42,WeeklyCommissionsScreen,weekly_commissions,REPORTS,APP_FEATURE,true,0,0,11,2,0,0,0,0,0,1,1,0,0,0,0,0,DS-PAT-001,NONE,v62,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,0c34b796f7c0f5ef802b41a64eee194efdb76ced1bbcd9330df938b45595ec42,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,44d4433434c00d537f0eaf2382e1b9ea2351ff68b1263505c87529e513efd885,MIGRATED_V62,0,0,REPORTS_V1 / confirmed Material debt closed in v62; behavior protected,44d4433434c00d537f0eaf2382e1b9ea2351ff68b1263505c87529e513efd885,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,44d4433434c00d537f0eaf2382e1b9ea2351ff68b1263505c87529e513efd885,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,44d4433434c00d537f0eaf2382e1b9ea2351ff68b1263505c87529e513efd885,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave A,,VERIFY_ONLY; no unjustified production mutation.
15,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/log/WinWeeksScreen.kt,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,WinWeeksScreen,win_weeks,REPORTS,APP_FEATURE,true,0,2,12,2,0,0,0,0,0,1,0,0,0,0,0,0,DS-PAT-001|DS-PAT-013,NONE,v62,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=0; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,VERIFIED_CLEAN_CARRY_FORWARD,0,1,CLEAN_AT_BASELINE carried forward; production hash unchanged; CPI remains accepted candidate,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,UNCHANGED_FROM_V63,INHERITED,HISTORICAL_ACCEPTED,,Carry-forward outside v64 component-adoption target.,be26af99b1a84fef2f4f227ca7f11447ba9103f259aebdeb83879a8922e0fb90,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave A,,VERIFY_ONLY; no unjustified production mutation.
16,app,app/src/main/kotlin/com/autodrive/app/feature/reports/presentation/recent/RecentActivityScreen.kt,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,RecentActivityScreen,recent_activity?newChat={newChat},CONVERSATIONS,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-005|DS-CMP-007|DS-CMP-014|DS-CMP-019|DS-PAT-001|DS-PAT-004|DS-PAT-012|DS-PAT-013|DS-PAT-014,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave C,No production edit; v63 hash preserved.,61958995f7f3a34aa253e1410de7aec42e1f2fa6312fe77e70770f51bd39365f,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave A,,VERIFY_ONLY; no unjustified production mutation.
17,app,app/src/main/kotlin/com/autodrive/app/navigation/AppNavigation.kt,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,AppNavigation,NONE,APP_SHELL,APP_FEATURE,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,v64,NOT_APPLICABLE,CLEAN_AT_BASELINE,No baseline debt confirmed by v59 static classification.,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave C,No production edit; v63 hash preserved.,38f1f56444c74eb9b4322732996c9cf8ccfc5a64c6db798155d474aa9ef32b2b,V65_NOT_APPLICABLE_VERIFIED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,false,,,Verified exclusion: no owned visual semantic/action node; file remained byte-identical.
18,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/actions/ActionComponents.kt,dc28cd3efe428f3c01b82b81fcc2256d651562909daf95cd4dd43c1e81f2598a,ActionComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-003|DS-CMP-004|DS-CMP-005,NONE,v66,v65,CONTRACT_PROVIDER,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,dc28cd3efe428f3c01b82b81fcc2256d651562909daf95cd4dd43c1e81f2598a,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,dc28cd3efe428f3c01b82b81fcc2256d651562909daf95cd4dd43c1e81f2598a,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,dc28cd3efe428f3c01b82b81fcc2256d651562909daf95cd4dd43c1e81f2598a,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,8ffd0ca42e94015e6379f9cfff4ba3cfd6fd6d5b2b3a56873014225d05be06ca,COMPATIBLE_EXTENSION_V64,0,INHERITED,Wave 0,Approved proven-gap backward-compatible DS API extension; v66 provider target retained.,28fa0aa37cef04096864cc21bc128c53ff1ddd1147a23c4b4c1e172170df978f,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave 0,V65-001-2DA4F1C98710|V65-001-6A8D20E938AE|V65-001-96F96830E1CB|V65-001-A2C6EA4D459D|V65-001-C39D6D75BDFA|V65-001-CDA8DAFC3CE5,Static finding(s) repaired under frozen mutation allowlist.
19,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/containers/ContainerComponents.kt,3ea564017e0dfe6d1922c9774caafe1d8ef1070f11c8fbd77cd1ffd2c7c9dd1c,ContainerComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-010|DS-CMP-011|DS-CMP-012|DS-CMP-013,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,3ea564017e0dfe6d1922c9774caafe1d8ef1070f11c8fbd77cd1ffd2c7c9dd1c,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,3ea564017e0dfe6d1922c9774caafe1d8ef1070f11c8fbd77cd1ffd2c7c9dd1c,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,3ea564017e0dfe6d1922c9774caafe1d8ef1070f11c8fbd77cd1ffd2c7c9dd1c,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,3ea564017e0dfe6d1922c9774caafe1d8ef1070f11c8fbd77cd1ffd2c7c9dd1c,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,a41e2c95e463e8960447e0121ff9788504d9b0914e3bf6465a8294aac1222dbd,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave 0,V65-001-BC344A0CCCBF|V65-001-F509B7348CD4,Static finding(s) repaired under frozen mutation allowlist.
20,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/data/DataComponents.kt,102703f69a4b7bac0cc08a7561630f325bfee0171e15166f8d4487577537db99,DataComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-024|DS-CMP-025|DS-CMP-026|DS-CMP-027|DS-CMP-028|DS-CMP-029|DS-CMP-030|DS-CMP-031,NONE,v66,v65,CONTRACT_PROVIDER,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,102703f69a4b7bac0cc08a7561630f325bfee0171e15166f8d4487577537db99,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,102703f69a4b7bac0cc08a7561630f325bfee0171e15166f8d4487577537db99,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,0271e4bb074ecc33bc152a76b66e21a7f661f03bce0c89f0844b3ced58ddfc3e,CARRY_FORWARD_CURRENT,INHERITED,INHERITED,v62 state carried forward; not v63 scope,0271e4bb074ecc33bc152a76b66e21a7f661f03bce0c89f0844b3ced58ddfc3e,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,71e29479cbd2db829698a32d55afde49f00b908e424d2af7b26131c3be947f77,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave 0,V65-001-04885218F943|V65-001-0AEB584281FB|V65-001-823BAB9242D7|V65-001-AC88ABC485B5,Static finding(s) repaired under frozen mutation allowlist.
21,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/feedback/FeedbackComponents.kt,3848eea77a1d518baab3931d2cb125fc5f078b5d16159ac3365189e794932498,FeedbackComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-017|DS-CMP-018|DS-CMP-019|DS-CMP-020|DS-CMP-021|DS-CMP-022|DS-CMP-023,NONE,v66,v65,CONTRACT_PROVIDER,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,3848eea77a1d518baab3931d2cb125fc5f078b5d16159ac3365189e794932498,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,3848eea77a1d518baab3931d2cb125fc5f078b5d16159ac3365189e794932498,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,3848eea77a1d518baab3931d2cb125fc5f078b5d16159ac3365189e794932498,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,a8470cec63305e0dc952bd00b7d4a8ca5108b1ef711d46deeb865fa8a24c1e17,COMPATIBLE_EXTENSION_V64,0,INHERITED,Wave 0,Approved proven-gap backward-compatible DS API extension; v66 provider target retained.,df4930ae68ab288af0feb14f9b87e98b0cbfe80f1d6ed4c8820205ac28985441,REPAIRED_A11Y_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave 0,V65-001-4194FD20DE99|V65-001-98B5B8DA34C7|V65-001-DABB67449173|V65-001-E41FB4AA5146,Static finding(s) repaired under frozen mutation allowlist.
22,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/inputs/InputComponents.kt,164789512b062fe2bc300115f12a1101e1b0cee53baeb582b09fa2deb9caddca,InputComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-006|DS-CMP-007|DS-CMP-008|DS-CMP-009,NONE,v66,v65,CONTRACT_PROVIDER,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,164789512b062fe2bc300115f12a1101e1b0cee53baeb582b09fa2deb9caddca,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,164789512b062fe2bc300115f12a1101e1b0cee53baeb582b09fa2deb9caddca,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,164789512b062fe2bc300115f12a1101e1b0cee53baeb582b09fa2deb9caddca,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,46d5173bcdec4dc1301707537a176abcb93014c2aec06e05ff2ac3ae2339eeaf,COMPATIBLE_EXTENSION_V64,0,INHERITED,Wave 0,Approved proven-gap backward-compatible DS API extension; v66 provider target retained.,5f030f9e5977bdae25d00517f71dabf2c20d9684cff416014c45d06f7e277802,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave 0,V65-001-253991148AEC|V65-001-45E4477E4200|V65-001-7BE6C232465D|V65-001-9FDE7CAEFA0A,Static finding(s) repaired under frozen mutation allowlist.
23,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/components/navigation/NavigationComponents.kt,75f9522969fc76bae8a04869b3f2e88038648919a4f6fd8852471f9f57806538,NavigationComponents,NONE,DESIGN_SYSTEM_COMPONENT,DESIGN_SYSTEM,true,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-014|DS-CMP-015|DS-CMP-016|DS-CMP-017,NONE,v66,v65,CONTRACT_PROVIDER,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,75f9522969fc76bae8a04869b3f2e88038648919a4f6fd8852471f9f57806538,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,75f9522969fc76bae8a04869b3f2e88038648919a4f6fd8852471f9f57806538,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,75f9522969fc76bae8a04869b3f2e88038648919a4f6fd8852471f9f57806538,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,d66491936f2372f2f379bad9497d938aa1abd5d53f41fbea343cfe8751e3ab1e,COMPATIBLE_EXTENSION_V64,0,INHERITED,Wave 0,Approved proven-gap backward-compatible DS API extension; v66 provider target retained.,32243f6e4be65d641f5aba812bb5f75e89c3130a6580f4bfa38fb44f13790e29,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave 0,V65-001-2708601B7EAB|V65-001-6A9DA85A21D0|V65-001-9E4A74EC5021|V65-001-D4C62EF1E2D9,Static finding(s) repaired under frozen mutation allowlist.
24,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/conversation/ConversationItem.kt,9067e96250cb5466ec08d1d6289dd9c72952a962b07570b64e5270f689715fd4,ConversationItem,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-010|DS-CMP-017|DS-CMP-024|DS-CMP-025|DS-PAT-004,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,9067e96250cb5466ec08d1d6289dd9c72952a962b07570b64e5270f689715fd4,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,9067e96250cb5466ec08d1d6289dd9c72952a962b07570b64e5270f689715fd4,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,9067e96250cb5466ec08d1d6289dd9c72952a962b07570b64e5270f689715fd4,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,9067e96250cb5466ec08d1d6289dd9c72952a962b07570b64e5270f689715fd4,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,060f7e36fcde8a9cf569d2145a9ba9a1418ff75b6c20f10ed061fcb77ac8ac81,REPAIRED_A11Y_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave 0,V65-001-2147BD7A1804,Static finding(s) repaired under frozen mutation allowlist.
25,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/dashboard/DashboardHero.kt,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,DashboardHero,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-012|DS-CMP-028|DS-PAT-002,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,5201239479da2ae8cd80457cf148fa605b9ae831a06be51972095d9bf846c087,V65_NOT_APPLICABLE_VERIFIED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,false,,,Verified exclusion: no owned visual semantic/action node; file remained byte-identical.
26,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/finance/FinancePatterns.kt,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,FinancePatterns,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-013|DS-CMP-018|DS-CMP-025|DS-CMP-028|DS-PAT-005|DS-PAT-006,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,0ff8fee441e8c889e05dba015101ac792fb984340a245b13c26c24ce72e56275,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
